"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Building";"Refinery";NA;15;0
"Unit";"SCV";"Command Center";15;1
"Building";"Barracks";NA;15;0
"Building";"Refinery";NA;15;0
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";16;1
"Unit";"Reaper";"Barracks";16;1
"Building";"Barracks";NA;16;0
"Unit";"Reaper";"Barracks";17;1
"Building";"Barracks";NA;16;0
"Unit";"Reaper";"Barracks";17;1
"Unit";"Reaper";"Barracks";18;1
"Building";"SupplyDepot";NA;18;0
"Unit";"Reaper";"Barracks";19;1
"Unit";"Reaper";"Barracks";19;1
"Unit";"Reaper";"Barracks";21;1
"Unit";"Reaper";"Barracks";21;1
