"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Building";"Refinery";NA;15;0
"Building";"Barracks";NA;15;0
"Building";"Refinery";NA;15;0
"Building";"Barracks";NA;15;0
"Building";"Barracks";NA;15;0
"Unit";"Reaper";"Barracks";15;1
"Unit";"SCV";"Command Center";15;1
"Unit";"Reaper";"Barracks";15;1
"Unit";"Reaper";"Barracks";15;1
"Unit";"Reaper";"Barracks";17;1
"Building";"SupplyDepot";NA;17;0
"Unit";"SCV";"Command Center";20;1
"Unit";"Reaper";"Barracks";18;1
"Unit";"Reaper";"Barracks";19;1
"Unit";"Reaper";"Barracks";20;1
"Unit";"Reaper";"Barracks";22;1
"Unit";"Reaper";"Barracks";22;1
"Building";"SupplyDepot";NA;24;0
"Unit";"Reaper";"Barracks";23;1
"Unit";"Reaper";"Barracks";24;1
