"Type";"UnitName";"OnBuilding";"TotalSupply";"Supply"
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";12;1
"Unit";"SCV";"Command Center";13;1
"Building";"SupplyDepot";NA;13;0
"Unit";"SCV";"Command Center";15;1
"Building";"Refinery";NA;14;0
"Unit";"SCV";"Command Center";15;1
"Unit";"SCV";"Command Center";16;1
"Building";"Refinery";NA;16;0
"Unit";"SCV";"Command Center";17;1
"Building";"Barracks";NA;15;0
"Building";"SupplyDepot";NA;19;0
"Building";"BarracksReactor";NA;19;0
"Unit";"SCV";"Command Center";19;1
"Building";"Factory";NA;19;0
"Unit";"SCV";"Command Center";20;1
"Unit";"SCV";"Command Center";21;1
"Building";"Starport";NA;20;0
"Building";"SupplyDepot";NA;21;0
"Unit";"Cyclone";"Factory";21;3
"Unit";"Cyclone";"Factory";21;3
"Unit";"SCV";"Command Center";21;1
"Unit";"SCV";"Command Center";28;1
"Building";"SupplyDepot";NA;28;0
"Unit";"Hellion";"Factory";30;2
"Unit";"Liberator";"Starport";22;3
"Unit";"Cyclone";"Factory";30;3
"Unit";"SCV";"Command Center";32;1
"Unit";"SCV";"Command Center";38;1
"Unit";"Hellion";"Factory";38;2
"Unit";"Hellion";"Factory";38;2
"Unit";"Liberator";"Starport";38;3
